REGIONAL,CELLS,Dmin1-STATUS,Dmin2-STATUS,FINAL-STATUS
12,148742-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148742-23,PASS,UNDEFINED,PASS
12,148742-33,PASS,UNDEFINED,PASS
12,148749-13,PASS,UNDEFINED,PASS
12,148749-23,PASS,UNDEFINED,PASS
12,148749-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148753-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148753-23,PASS,UNDEFINED,PASS
12,148753-33,PASS,UNDEFINED,PASS
12,148762-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148762-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148762-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148763-13,PASS,UNDEFINED,PASS
12,148763-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148763-33,PASS,UNDEFINED,PASS
12,148765-13,PASS,UNDEFINED,PASS
12,148765-23,PASS,UNDEFINED,PASS
12,148765-33,UNDEFINED,UNDEFINED,UNDEFINED
12,148769-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148769-23,PASS,UNDEFINED,PASS
12,148769-33,PASS,UNDEFINED,PASS
12,148773-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148773-23,PASS,UNDEFINED,PASS
12,148773-33,PASS,UNDEFINED,PASS
3,148784-13,UNDEFINED,UNDEFINED,UNDEFINED
3,148784-23,PASS,UNDEFINED,PASS
3,148784-33,PASS,UNDEFINED,PASS
12,148788-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148788-23,PASS,UNDEFINED,PASS
12,148788-33,PASS,UNDEFINED,PASS
12,148792-13,PASS,UNDEFINED,PASS
12,148792-23,UNDEFINED,UNDEFINED,UNDEFINED
12,148792-33,PASS,UNDEFINED,PASS
12,148804-13,UNDEFINED,UNDEFINED,UNDEFINED
12,148804-23,PASS,UNDEFINED,PASS
12,148804-33,PASS,UNDEFINED,PASS
4,149021-13,PASS,UNDEFINED,PASS
4,149021-23,PASS,UNDEFINED,PASS
4,149021-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149058-25,PASS,UNDEFINED,PASS
4,149058-35,PASS,UNDEFINED,PASS
4,149058-55,PASS,UNDEFINED,PASS
4,149058-65,PASS,UNDEFINED,PASS
4,149093-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149093-23,PASS,UNDEFINED,PASS
4,149093-33,PASS,UNDEFINED,PASS
4,149096-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149096-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149096-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149098-13,PASS,UNDEFINED,PASS
4,149098-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149098-33,PASS,UNDEFINED,PASS
4,149099-13,PASS,UNDEFINED,PASS
4,149099-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149099-33,PASS,UNDEFINED,PASS
4,149103-13,PASS,UNDEFINED,PASS
4,149103-23,PASS,UNDEFINED,PASS
4,149103-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149104-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149104-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149104-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149107-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149107-23,PASS,UNDEFINED,PASS
4,149107-33,PASS,UNDEFINED,PASS
4,149109-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149109-23,PASS,UNDEFINED,PASS
4,149109-33,PASS,UNDEFINED,PASS
4,149110-12,UNDEFINED,UNDEFINED,UNDEFINED
4,149110-22,PASS,UNDEFINED,PASS
4,149110-32,PASS,UNDEFINED,PASS
4,149111-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149111-23,PASS,UNDEFINED,PASS
4,149111-33,PASS,UNDEFINED,PASS
4,149115-13,PASS,UNDEFINED,PASS
4,149115-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149115-33,PASS,UNDEFINED,PASS
4,149116-13,PASS,UNDEFINED,PASS
4,149116-23,PASS,UNDEFINED,PASS
4,149116-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149117-13,PASS,UNDEFINED,PASS
4,149117-23,PASS,UNDEFINED,PASS
4,149117-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149120-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149120-23,PASS,UNDEFINED,PASS
4,149120-33,PASS,UNDEFINED,PASS
4,149126-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149126-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149126-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149134-13,PASS,UNDEFINED,PASS
4,149134-23,PASS,UNDEFINED,PASS
4,149134-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149136-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149136-23,PASS,UNDEFINED,PASS
4,149136-33,PASS,UNDEFINED,PASS
4,149138-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149138-23,PASS,UNDEFINED,PASS
4,149138-33,PASS,UNDEFINED,PASS
4,149148-13,PASS,UNDEFINED,PASS
4,149148-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149148-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149172-14,UNDEFINED,UNDEFINED,UNDEFINED
4,149172-34,PASS,UNDEFINED,PASS
4,149223-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149223-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149223-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149227-13,PASS,UNDEFINED,PASS
4,149227-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149227-33,PASS,UNDEFINED,PASS
4,149231-13,PASS,UNDEFINED,PASS
4,149231-23,PASS,UNDEFINED,PASS
4,149231-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149250-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149250-23,PASS,UNDEFINED,PASS
4,149250-33,PASS,UNDEFINED,PASS
4,149253-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149253-23,PASS,UNDEFINED,PASS
4,149253-33,PASS,UNDEFINED,PASS
4,149273-13,PASS,UNDEFINED,PASS
4,149273-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149273-33,PASS,UNDEFINED,PASS
4,149277-13,PASS,UNDEFINED,PASS
4,149277-23,PASS,UNDEFINED,PASS
4,149277-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149286-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149286-23,PASS,UNDEFINED,PASS
4,149286-33,PASS,UNDEFINED,PASS
4,149288-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149288-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149288-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149306-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149306-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149306-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149319-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149319-23,PASS,UNDEFINED,PASS
4,149319-33,PASS,UNDEFINED,PASS
4,149325-13,PASS,UNDEFINED,PASS
4,149325-23,PASS,UNDEFINED,PASS
4,149325-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149327-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149327-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149327-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149335-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149335-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149335-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149347-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149347-23,PASS,UNDEFINED,PASS
4,149347-33,PASS,UNDEFINED,PASS
4,149348-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149348-23,PASS,UNDEFINED,PASS
4,149348-33,PASS,UNDEFINED,PASS
4,149349-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149349-23,PASS,UNDEFINED,PASS
4,149349-33,PASS,UNDEFINED,PASS
4,149352-13,PASS,UNDEFINED,PASS
4,149352-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149352-33,PASS,UNDEFINED,PASS
4,149409-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149409-23,PASS,UNDEFINED,PASS
4,149409-33,PASS,UNDEFINED,PASS
4,149453-13,PASS,UNDEFINED,PASS
4,149453-23,PASS,UNDEFINED,PASS
4,149453-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149503-13,PASS,UNDEFINED,PASS
4,149503-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149503-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149516-13,PASS,UNDEFINED,PASS
4,149516-23,PASS,UNDEFINED,PASS
4,149516-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149518-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149518-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149518-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149520-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149520-23,PASS,UNDEFINED,PASS
4,149520-33,PASS,UNDEFINED,PASS
4,149540-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149540-23,PASS,UNDEFINED,PASS
4,149540-33,PASS,UNDEFINED,PASS
4,149600-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149600-23,PASS,UNDEFINED,PASS
4,149600-33,PASS,UNDEFINED,PASS
4,149640-13,PASS,UNDEFINED,PASS
4,149640-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149640-33,PASS,UNDEFINED,PASS
12,149652-13,UNDEFINED,UNDEFINED,UNDEFINED
12,149652-23,PASS,UNDEFINED,PASS
12,149652-33,PASS,UNDEFINED,PASS
4,149661-13,PASS,UNDEFINED,PASS
4,149661-23,PASS,UNDEFINED,PASS
4,149661-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149668-12,UNDEFINED,UNDEFINED,UNDEFINED
4,149668-22,PASS,UNDEFINED,PASS
4,149668-32,PASS,UNDEFINED,PASS
4,149691-13,PASS,UNDEFINED,PASS
4,149691-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149691-33,PASS,UNDEFINED,PASS
4,149713-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149713-23,PASS,UNDEFINED,PASS
4,149713-33,PASS,UNDEFINED,PASS
4,149735-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149735-23,PASS,UNDEFINED,PASS
4,149735-33,PASS,UNDEFINED,PASS
4,149789-13,PASS,UNDEFINED,PASS
4,149789-23,PASS,UNDEFINED,PASS
4,149789-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149806-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149806-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149808-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149808-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149808-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149809-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149809-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149809-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149811-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149811-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149811-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149824-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149824-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149824-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149844-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149844-23,PASS,UNDEFINED,PASS
4,149844-33,PASS,UNDEFINED,PASS
4,149850-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149850-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149850-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149900-13,PASS,UNDEFINED,PASS
4,149900-23,PASS,UNDEFINED,PASS
4,149900-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149921-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149921-23,PASS,UNDEFINED,PASS
4,149921-33,PASS,UNDEFINED,PASS
4,149923-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149923-23,PASS,UNDEFINED,PASS
4,149923-33,PASS,UNDEFINED,PASS
4,149924-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149924-23,PASS,UNDEFINED,PASS
4,149924-33,PASS,UNDEFINED,PASS
4,149952-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149952-23,PASS,UNDEFINED,PASS
4,149952-33,PASS,UNDEFINED,PASS
4,149975-13,UNDEFINED,UNDEFINED,UNDEFINED
4,149975-23,UNDEFINED,UNDEFINED,UNDEFINED
4,149975-33,UNDEFINED,UNDEFINED,UNDEFINED
4,149996-13,PASS,UNDEFINED,PASS
4,149996-23,PASS,UNDEFINED,PASS
4,149996-33,UNDEFINED,UNDEFINED,UNDEFINED
4,150039-13,UNDEFINED,UNDEFINED,UNDEFINED
4,150039-23,PASS,UNDEFINED,PASS
4,150039-33,PASS,UNDEFINED,PASS
4,151044-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151044-23,PASS,UNDEFINED,PASS
4,151044-33,PASS,UNDEFINED,PASS
4,151101-13,PASS,UNDEFINED,PASS
4,151101-23,PASS,UNDEFINED,PASS
4,151101-33,UNDEFINED,UNDEFINED,UNDEFINED
4,151136-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151136-23,UNDEFINED,UNDEFINED,UNDEFINED
4,151136-33,UNDEFINED,UNDEFINED,UNDEFINED
4,151142-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151142-23,PASS,UNDEFINED,PASS
4,151203-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151203-23,UNDEFINED,UNDEFINED,UNDEFINED
4,151254-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151254-23,PASS,UNDEFINED,PASS
4,151254-33,PASS,UNDEFINED,PASS
4,151333-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151333-23,PASS,UNDEFINED,PASS
4,151333-33,PASS,UNDEFINED,PASS
4,151339-13,PASS,UNDEFINED,PASS
4,151339-23,UNDEFINED,UNDEFINED,UNDEFINED
4,151339-33,PASS,UNDEFINED,PASS
4,151450-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151450-23,UNDEFINED,UNDEFINED,UNDEFINED
4,151450-33,UNDEFINED,UNDEFINED,UNDEFINED
4,151457-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151457-23,PASS,UNDEFINED,PASS
4,151457-33,PASS,UNDEFINED,PASS
4,151463-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151463-23,PASS,UNDEFINED,PASS
4,151463-33,PASS,UNDEFINED,PASS
4,151469-13,UNDEFINED,UNDEFINED,UNDEFINED
4,151469-23,UNDEFINED,UNDEFINED,UNDEFINED
4,151469-33,UNDEFINED,UNDEFINED,UNDEFINED
4,152373-12,UNDEFINED,UNDEFINED,UNDEFINED
4,152373-22,PASS,UNDEFINED,PASS
4,152373-32,PASS,UNDEFINED,PASS
4,152373-62,PASS,UNDEFINED,PASS
4,152525-13,PASS,UNDEFINED,PASS
4,152525-23,PASS,UNDEFINED,PASS
4,152525-33,UNDEFINED,UNDEFINED,UNDEFINED
4,152526-13,UNDEFINED,UNDEFINED,UNDEFINED
4,152526-23,UNDEFINED,UNDEFINED,UNDEFINED
4,152526-33,UNDEFINED,UNDEFINED,UNDEFINED
4,152609-13,UNDEFINED,UNDEFINED,UNDEFINED
4,152609-23,PASS,UNDEFINED,PASS
4,152609-33,PASS,UNDEFINED,PASS
4,152658-11,PASS,UNDEFINED,PASS
4,152658-21,PASS,UNDEFINED,PASS
4,152658-31,UNDEFINED,UNDEFINED,UNDEFINED
4,152658-61,UNDEFINED,UNDEFINED,UNDEFINED
4,152696-13,UNDEFINED,UNDEFINED,UNDEFINED
4,152696-23,UNDEFINED,UNDEFINED,UNDEFINED
4,152696-33,UNDEFINED,UNDEFINED,UNDEFINED
4,152704-13,UNDEFINED,UNDEFINED,UNDEFINED
4,152704-23,UNDEFINED,UNDEFINED,UNDEFINED
4,152704-33,UNDEFINED,UNDEFINED,UNDEFINED
4,152722-11,PASS,UNDEFINED,PASS
4,152722-21,PASS,UNDEFINED,PASS
4,152722-31,UNDEFINED,UNDEFINED,UNDEFINED
4,152726-11,UNDEFINED,UNDEFINED,UNDEFINED
4,152726-21,PASS,UNDEFINED,PASS
4,152726-31,PASS,UNDEFINED,PASS
4,153002-13,PASS,UNDEFINED,PASS
4,153002-23,UNDEFINED,UNDEFINED,UNDEFINED
4,153002-33,PASS,UNDEFINED,PASS
4,153019-13,UNDEFINED,UNDEFINED,UNDEFINED
4,153019-23,UNDEFINED,UNDEFINED,UNDEFINED
4,153019-33,UNDEFINED,UNDEFINED,UNDEFINED
4,153061-11,PASS,UNDEFINED,PASS
4,153061-21,PASS,UNDEFINED,PASS
4,153061-31,PASS,UNDEFINED,PASS
4,153061-41,UNDEFINED,UNDEFINED,UNDEFINED
4,153061-71,PASS,UNDEFINED,PASS
4,154005-11,UNDEFINED,UNDEFINED,UNDEFINED
4,154005-21,PASS,UNDEFINED,PASS
4,154005-31,PASS,UNDEFINED,PASS
4,154023-13,UNDEFINED,UNDEFINED,UNDEFINED
4,154023-23,PASS,UNDEFINED,PASS
4,154023-33,PASS,UNDEFINED,PASS
4,154051-25,PASS,UNDEFINED,PASS
4,154051-55,PASS,UNDEFINED,PASS
4,154406-13,UNDEFINED,UNDEFINED,UNDEFINED
4,154406-23,PASS,UNDEFINED,PASS
4,154406-33,PASS,UNDEFINED,PASS
4,154471-13,UNDEFINED,UNDEFINED,UNDEFINED
4,154471-23,PASS,UNDEFINED,PASS
4,154471-33,PASS,UNDEFINED,PASS
4,154526-13,PASS,UNDEFINED,PASS
4,154526-23,PASS,UNDEFINED,PASS
4,154526-33,UNDEFINED,UNDEFINED,UNDEFINED
4,154534-13,UNDEFINED,UNDEFINED,UNDEFINED
4,154534-23,PASS,UNDEFINED,PASS
4,154534-33,PASS,UNDEFINED,PASS
4,154615-13,UNDEFINED,UNDEFINED,UNDEFINED
4,154615-23,UNDEFINED,UNDEFINED,UNDEFINED
4,154615-33,UNDEFINED,UNDEFINED,UNDEFINED
4,154662-13,UNDEFINED,UNDEFINED,UNDEFINED
4,154662-23,PASS,UNDEFINED,PASS
4,154662-33,PASS,UNDEFINED,PASS
4,154964-11,UNDEFINED,UNDEFINED,UNDEFINED
4,154964-21,PASS,UNDEFINED,PASS
4,154964-31,PASS,UNDEFINED,PASS
4,155006-13,PASS,UNDEFINED,PASS
4,155006-23,PASS,UNDEFINED,PASS
4,155006-33,UNDEFINED,UNDEFINED,UNDEFINED
4,155015-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155015-23,UNDEFINED,UNDEFINED,UNDEFINED
4,155015-33,UNDEFINED,UNDEFINED,UNDEFINED
4,155060-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155060-23,PASS,UNDEFINED,PASS
4,155109-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155109-23,UNDEFINED,UNDEFINED,UNDEFINED
4,155109-33,UNDEFINED,UNDEFINED,UNDEFINED
4,155112-13,PASS,UNDEFINED,PASS
4,155112-23,UNDEFINED,UNDEFINED,UNDEFINED
4,155112-33,PASS,UNDEFINED,PASS
4,155120-11,PASS,UNDEFINED,PASS
4,155120-21,PASS,UNDEFINED,PASS
4,155120-31,UNDEFINED,UNDEFINED,UNDEFINED
4,155168-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155168-23,UNDEFINED,UNDEFINED,UNDEFINED
4,155168-33,UNDEFINED,UNDEFINED,UNDEFINED
4,155257-13,PASS,UNDEFINED,PASS
4,155257-23,UNDEFINED,UNDEFINED,UNDEFINED
4,155257-33,PASS,UNDEFINED,PASS
4,155331-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155331-23,PASS,UNDEFINED,PASS
4,155331-33,PASS,UNDEFINED,PASS
4,155444-11,UNDEFINED,UNDEFINED,UNDEFINED
4,155444-21,PASS,UNDEFINED,PASS
4,155444-31,PASS,UNDEFINED,PASS
4,155444-41,UNDEFINED,UNDEFINED,UNDEFINED
4,155506-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155506-23,PASS,UNDEFINED,PASS
4,155506-33,PASS,UNDEFINED,PASS
4,155511-13,UNDEFINED,UNDEFINED,UNDEFINED
4,155511-23,PASS,UNDEFINED,PASS
4,155511-33,PASS,UNDEFINED,PASS
4,155539-11,PASS,UNDEFINED,PASS
4,155539-21,PASS,UNDEFINED,PASS
4,155539-31,UNDEFINED,UNDEFINED,UNDEFINED
4,155595-11,PASS,UNDEFINED,PASS
4,155595-21,UNDEFINED,UNDEFINED,UNDEFINED
4,155595-31,PASS,UNDEFINED,PASS
4,156004-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156004-23,PASS,UNDEFINED,PASS
4,156004-33,PASS,UNDEFINED,PASS
4,156006-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156006-23,PASS,UNDEFINED,PASS
4,156006-33,PASS,UNDEFINED,PASS
4,156007-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156007-23,PASS,UNDEFINED,PASS
4,156007-33,PASS,UNDEFINED,PASS
4,156008-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156008-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156008-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156010-13,PASS,UNDEFINED,PASS
4,156010-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156010-33,PASS,UNDEFINED,PASS
4,156011-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156011-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156011-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156012-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156012-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156012-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156013-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156013-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156013-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156014-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156014-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156014-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156015-13,PASS,UNDEFINED,PASS
4,156015-23,PASS,UNDEFINED,PASS
4,156015-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156017-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156017-23,PASS,UNDEFINED,PASS
4,156017-33,PASS,UNDEFINED,PASS
4,156018-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156018-23,PASS,UNDEFINED,PASS
4,156018-33,PASS,UNDEFINED,PASS
4,156021-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156021-23,PASS,UNDEFINED,PASS
4,156021-33,PASS,UNDEFINED,PASS
4,156023-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156023-23,PASS,UNDEFINED,PASS
4,156023-33,PASS,UNDEFINED,PASS
4,156026-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156026-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156026-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156028-13,PASS,UNDEFINED,PASS
4,156028-23,PASS,UNDEFINED,PASS
4,156028-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156029-13,PASS,UNDEFINED,PASS
4,156029-23,PASS,UNDEFINED,PASS
4,156029-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156031-13,PASS,UNDEFINED,PASS
4,156031-23,PASS,UNDEFINED,PASS
4,156031-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156038-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156038-23,PASS,UNDEFINED,PASS
4,156038-33,PASS,UNDEFINED,PASS
4,156048-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156048-23,PASS,UNDEFINED,PASS
4,156048-33,PASS,UNDEFINED,PASS
4,156051-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156051-23,PASS,UNDEFINED,PASS
4,156051-33,PASS,UNDEFINED,PASS
4,156052-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156052-23,PASS,UNDEFINED,PASS
4,156052-33,PASS,UNDEFINED,PASS
4,156053-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156053-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156053-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156059-13,PASS,UNDEFINED,PASS
4,156059-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156059-33,PASS,UNDEFINED,PASS
4,156060-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156060-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156060-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156063-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156063-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156063-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156064-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156064-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156064-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156067-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156067-23,PASS,UNDEFINED,PASS
4,156069-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156069-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156069-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156071-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156071-23,PASS,UNDEFINED,PASS
4,156071-33,PASS,UNDEFINED,PASS
4,156073-13,PASS,UNDEFINED,PASS
4,156073-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156073-33,PASS,UNDEFINED,PASS
4,156076-13,PASS,UNDEFINED,PASS
4,156076-23,PASS,UNDEFINED,PASS
4,156076-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156078-13,PASS,UNDEFINED,PASS
4,156078-23,PASS,UNDEFINED,PASS
4,156078-33,UNDEFINED,UNDEFINED,UNDEFINED
4,156089-13,PASS,UNDEFINED,PASS
4,156089-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156089-33,PASS,UNDEFINED,PASS
4,156096-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156096-23,PASS,UNDEFINED,PASS
4,156096-33,PASS,UNDEFINED,PASS
4,156097-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156097-23,PASS,UNDEFINED,PASS
4,156097-33,PASS,UNDEFINED,PASS
4,156099-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156099-23,PASS,UNDEFINED,PASS
4,156099-33,PASS,UNDEFINED,PASS
4,156102-13,UNDEFINED,UNDEFINED,UNDEFINED
4,156102-23,PASS,UNDEFINED,PASS
4,156102-33,PASS,UNDEFINED,PASS
4,156104-13,PASS,UNDEFINED,PASS
4,156104-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156104-33,PASS,UNDEFINED,PASS
4,156105-13,PASS,UNDEFINED,PASS
4,156105-23,UNDEFINED,UNDEFINED,UNDEFINED
4,156105-33,PASS,UNDEFINED,PASS
4,156123-11,PASS,UNDEFINED,PASS
4,156123-21,PASS,UNDEFINED,PASS
4,156123-31,PASS,UNDEFINED,PASS
4,156123-41,PASS,UNDEFINED,PASS
4,156123-71,UNDEFINED,UNDEFINED,UNDEFINED
4,156131-13,UNDEFINED,UNDEFINED,UNDEFINED
